Cycle,omega,b,TemperatureAvg,InternalResistance,ChargeTime,dQdV_max,dQdV_min,dQdV_var,RUL,SOH
62,0.010109768,0.01013643,35.12984428,0.015266844,11.03989933,-0.143333983,-6.49839971,3.505933201,1576,0.967056273
63,0.010106487,0.010137745,35.13260874,0.015268286,11.03986867,-0.143271221,-6.495018567,3.503396225,1575,0.966977091
64,0.010102861,0.01013831,35.13051742,0.015271664,11.039823,-0.142636658,-6.523319859,3.508196821,1574,0.966983273
65,0.01009903,0.01013943,35.12607085,0.015272639,11.04009533,-0.142848868,-6.512931144,3.50468391,1573,0.966936909
66,0.010095589,0.010141182,35.11502002,0.015275858,11.04006117,-0.143011855,-6.649731489,3.5351291,1572,0.966988
67,0.010089688,0.010140728,35.10621572,0.015279686,11.0400755,-0.143475555,-6.645143894,3.52855288,1571,0.966850818
68,0.010084853,0.010142986,35.08793774,0.015282966,11.0401435,-0.143653599,-6.639065502,3.525135536,1570,0.966805909
69,0.010080264,0.010145237,35.06658087,0.015287697,11.040256,-0.143182878,-6.647776905,3.521344114,1569,0.966705727
70,0.010075232,0.010145988,35.04666755,0.015292174,11.0404375,-0.143641578,-6.644051402,3.516701591,1568,0.966603
71,0.010068106,0.010145937,35.02258121,0.015296083,11.0402095,-0.143700563,-6.646646672,3.51272796,1567,0.966409
72,0.010063108,0.010148326,35.0016509,0.015301107,11.04187583,-0.143434,-6.650396519,3.511730796,1566,0.966593818
73,0.010057253,0.010148931,34.9835509,0.015305582,11.04204967,-0.143152427,-6.653724078,3.507354671,1565,0.966609818
74,0.010054645,0.010153488,34.96523188,0.015309765,11.04225333,-0.143466683,-6.622183898,3.496986932,1564,0.966599636
75,0.010053448,0.010159791,34.95351054,0.015313212,11.04193617,-0.144042331,-6.633409427,3.497749788,1563,0.966578273
76,0.010050067,0.01016241,34.94075272,0.015316651,11.04199917,-0.143423922,-6.498419947,3.461581157,1562,0.966472909
77,0.010050161,0.010167676,34.93762376,0.015319118,11.04194867,-0.142522738,-6.498422746,3.459707442,1561,0.966510545
78,0.010049292,0.010169698,34.96384255,0.01532053,11.04180233,-0.141940148,-6.496336586,3.457781108,1560,0.966531545
79,0.010047063,0.010172892,34.96283527,0.015320888,11.041703,-0.141946154,-6.490937223,3.447000643,1559,0.966465545
80,0.010044603,0.010176078,34.95677238,0.015322094,11.04162933,-0.14223051,-6.492424861,3.444589752,1558,0.965371364
81,0.010046231,0.010182096,34.95727331,0.015323342,11.04155217,-0.14298746,-6.493535493,3.443667331,1557,0.966468273
82,0.01004657,0.010185241,34.96317467,0.015322965,11.03972367,-0.142702793,-6.485775898,3.441928921,1556,0.966473727
83,0.010048596,0.010189793,34.97070403,0.01532264,11.03953433,-0.143139927,-6.477183266,3.441441041,1555,0.966326364
84,0.010048991,0.01019233,34.98186898,0.015320949,11.039549,-0.143331747,-6.479940814,3.443792199,1554,0.966452818
85,0.010046542,0.010191369,34.98883754,0.015319019,11.03975383,-0.142722039,-6.464797663,3.438168578,1553,0.966363909
86,0.010047297,0.010195054,34.99873301,0.015318066,11.0398915,-0.142698803,-6.460844024,3.438428012,1552,0.966357091
87,0.010046445,0.010196815,35.00299635,0.015317516,11.03979217,-0.143137643,-6.464765499,3.439438243,1551,0.966349364
88,0.010047151,0.010204484,34.99760001,0.015316929,11.03973883,-0.143372791,-6.472601326,3.471522333,1550,0.965308455
89,0.010052047,0.010208504,35.01517447,0.015314182,11.0397645,-0.143346979,-6.469260284,3.499583128,1549,0.966470818
90,0.010057269,0.010212196,35.05459915,0.015308069,11.03814583,-0.143353699,-6.470733558,3.503625261,1548,0.966409455
91,0.010059168,0.010212456,35.09273985,0.015301292,11.038084,-0.142917747,-6.461209361,3.505623446,1547,0.966338455
92,0.010059372,0.010213167,35.12022082,0.015295983,11.03826633,-0.143250609,-6.458428654,3.50584215,1546,0.966388273
93,0.010059074,0.010215248,35.13331221,0.015293756,11.03838,-0.143303248,-6.465903982,3.506913039,1545,0.966280818
94,0.010056488,0.010215948,35.13846885,0.015291554,11.03848467,-0.143925908,-6.456931577,3.50419989,1544,0.966198727
95,0.0100554,0.010219298,35.14189116,0.01529224,11.03871533,-0.143777832,-6.502816067,3.534276352,1543,0.966116364
96,0.010053635,0.010222084,35.14070507,0.015292754,11.038461,-0.144150327,-6.501930919,3.533271692,1542,0.965966091
97,0.010049905,0.010223523,35.13898053,0.015293111,11.04013667,-0.143743859,-6.497495178,3.528772089,1541,0.964943364
98,0.010045142,0.01022158,35.12036139,0.015296538,11.04034233,-0.143701822,-6.488451151,3.493383145,1540,0.965876455
99,0.01003751,0.010221771,35.10351895,0.015300784,11.040466,-0.143973716,-6.480999456,3.472558332,1539,0.965939091
100,0.010030887,0.010223219,35.07494568,0.015307584,11.04206417,-0.143376123,-6.477616594,3.467369526,1538,0.965961727
101,0.010026752,0.010228351,35.04072312,0.015314662,11.042241,-0.144465448,-6.476463066,3.462204926,1537,0.965913455
102,0.010023355,0.010232759,35.01802625,0.015321192,11.04221983,-0.144441288,-6.483357344,3.459212063,1536,0.965813364
103,0.01002024,0.010236266,35.00244345,0.015325305,11.04220167,-0.143993985,-6.475672122,3.455689479,1535,0.965819
104,0.010019548,0.010241739,34.99377327,0.015330268,11.042014,-0.143263275,-6.484891341,3.455454234,1534,0.965818091
105,0.010016654,0.0102437,34.98660652,0.015332152,11.04171217,-0.143209728,-6.440989959,3.423430814,1533,0.965795091
106,0.010015123,0.010246964,34.97931135,0.015333848,11.04182733,-0.143055478,-6.441572886,3.421065868,1532,0.965778182
107,0.010016166,0.01025343,34.97039318,0.015337125,11.04019833,-0.143529509,-6.436090046,3.419018178,1531,0.965726364
108,0.010015973,0.010257639,34.96603485,0.015337652,11.04000067,-0.143581276,-6.435624045,3.417704473,1530,0.965731818
109,0.010016944,0.010263121,34.96545148,0.015340167,11.03989733,-0.143459213,-6.43789199,3.41522661,1529,0.965783273
110,0.010017749,0.010267757,34.97366356,0.015341387,11.03985667,-0.143577073,-6.431104656,3.413001626,1528,0.965747636
111,0.010019511,0.010272426,34.99298726,0.015341752,11.03994483,-0.141765297,-6.431056397,3.413061671,1527,0.965808545
112,0.010021543,0.010276308,35.00866326,0.015341978,11.03980667,-0.142049206,-6.431173495,3.414577562,1526,0.965817273
113,0.010024036,0.010279798,35.03491732,0.015338685,11.03986817,-0.142284149,-6.431306294,3.415383018,1525,0.965873364
114,0.010025663,0.01028151,35.06104729,0.01533626,11.040026,-0.142225737,-6.428479765,3.415448709,1524,0.965820091
115,0.010030282,0.010286626,35.09257145,0.015334003,11.04028867,-0.142522525,-6.434727413,3.4177546,1523,0.965795909
116,0.010034295,0.010290175,35.12980963,0.015328335,11.04037083,-0.142628454,-6.43834927,3.421261057,1522,0.965730455
117,0.010037431,0.010291488,35.16909582,0.015322687,11.0404275,-0.142605913,-6.441524787,3.424586809,1521,0.965778727
118,0.010042082,0.010294478,35.20765698,0.01531572,11.04052583,-0.142826786,-6.438717463,3.427249275,1520,0.965900182
119,0.010045521,0.010295509,35.24522703,0.015308016,11.04052733,-0.142774705,-6.459493821,3.434420323,1519,0.965855273
120,0.010048197,0.010298609,35.2779706,0.015301414,11.04036667,-0.1428304,-6.465142984,3.43856461,1518,0.964743636
121,0.010052237,0.010299529,35.30970583,0.015293103,11.0400495,-0.143689049,-6.469928506,3.44177849,1517,0.965873727
122,0.010056215,0.010301433,35.34790129,0.015283972,11.04025917,-0.144034236,-6.463772603,3.442895711,1516,0.965894636
123,0.010059344,0.010303262,35.37911286,0.015278536,11.0402945,-0.144148572,-6.460415406,3.44377946,1515,0.965911727
124,0.01006202,0.010305356,35.41352041,0.015272757,11.04030517,-0.144576696,-6.455419343,3.444124528,1514,0.965817818
125,0.010063829,0.010306356,35.44475662,0.015267533,11.04016817,-0.144807181,-6.44866726,3.445097881,1513,0.965845727
126,0.010065665,0.010308369,35.47008504,0.015265853,11.03994267,-0.145293741,-6.441393599,3.445158658,1512,0.96575
127,0.010065746,0.010309709,35.49082217,0.015261088,11.03998817,-0.145608645,-6.440705055,3.446054101,1511,0.965516545
128,0.010065169,0.010311513,35.5097506,0.01525971,11.04002233,-0.14554236,-6.440477336,3.447562598,1510,0.965654545
129,0.010063596,0.010313078,35.53149543,0.015259168,11.040118,-0.145725026,-6.415110513,3.459873445,1509,0.965565
130,0.010063522,0.010314998,35.53877357,0.015259778,11.04036967,-0.146921921,-6.413661193,3.458455222,1508,0.965574545
131,0.010058701,0.010315484,35.53590217,0.015262094,11.04055967,-0.146893146,-6.405442576,3.455368821,1507,0.965260273
132,0.01005438,0.010317764,35.5182127,0.015266165,11.04049533,-0.146215687,-6.399689718,3.450851018,1506,0.965443273
133,0.01004941,0.010320657,35.49120913,0.015270936,11.040411,-0.145924305,-6.401294398,3.449068107,1505,0.965440364
134,0.010044747,0.010324643,35.45741878,0.015276895,11.04039867,-0.145837672,-6.399599452,3.444747301,1504,0.965307818
135,0.010039267,0.010327851,35.41887177,0.01528371,11.0403755,-0.145448347,-6.397490952,3.440032411,1503,0.965347545
136,0.010033572,0.010330742,35.38211008,0.015289072,11.04066867,-0.144744562,-6.400204052,3.436427858,1502,0.965255818
137,0.010028113,0.010333106,35.35015668,0.015295229,11.0405675,-0.144191404,-6.404978959,3.433100576,1501,0.965176182
138,0.010023661,0.010337269,35.31411643,0.015303819,11.04043967,-0.143982195,-6.436474783,3.432516443,1500,0.965055
139,0.010019211,0.010341051,35.27548966,0.015309563,11.04027733,-0.143858704,-6.436275098,3.410230065,1499,0.965042909
140,0.010014388,0.010343189,35.24618637,0.015314174,11.04023317,-0.142559074,-6.448883382,3.408995845,1498,0.965028091
141,0.010012506,0.010349316,35.22416319,0.015319408,11.04042017,-0.142239525,-6.449185593,3.414325925,1497,0.964978909
142,0.010008517,0.010351207,35.20487883,0.015323188,11.04051333,-0.142373973,-6.458584948,3.413825707,1496,0.964820091
143,0.010003369,0.010352767,35.1939572,0.015328238,11.040277,-0.142417548,-6.454641672,3.409365755,1495,0.964847727
144,0.010000741,0.0103554,35.18617349,0.01533243,11.04031067,-0.142578116,-6.456767537,3.407995912,1494,0.965019545
145,0.010000361,0.01035852,35.18399111,0.015334468,11.04031967,-0.143266002,-6.460473862,3.408324642,1493,0.965025818
146,0.010000919,0.010360825,35.19457743,0.015333574,11.04035467,-0.143704512,-6.451877952,3.406826027,1492,0.964844727
147,0.010003109,0.01036387,35.21037431,0.015331085,11.04033467,-0.143820706,-6.446386867,3.407708413,1491,0.965053636
148,0.010005489,0.010365367,35.23719829,0.015324638,11.04051033,-0.143025258,-6.413808501,3.403066581,1490,0.965129182
149,0.010008929,0.010367745,35.26830889,0.01531921,11.04074067,-0.144075594,-6.416867252,3.405890919,1489,0.965216364
150,0.010012249,0.010370552,35.2954772,0.015314018,11.04065517,-0.14590386,-6.400520745,3.404819159,1488,0.965123909
151,0.010015209,0.010372159,35.3222126,0.015307816,11.04060217,-0.145984172,-6.401929577,3.399775361,1487,0.965121364
152,0.010018892,0.010378013,35.36006584,0.015303175,11.040634,-0.145581324,-6.39291242,3.40012596,1486,0.963940909
153,0.010025287,0.010377903,35.39700371,0.015295489,11.04071667,-0.145851646,-6.398507957,3.405156553,1485,0.965064182
154,0.010030477,0.010379707,35.43485871,0.015285393,11.04061217,-0.14556999,-6.393665424,3.408187936,1484,0.965077455
155,0.010033802,0.010381974,35.47041821,0.015278092,11.04062917,-0.145052935,-6.386078166,3.407618742,1483,0.965165545
156,0.010035836,0.010385202,35.48966448,0.015275019,11.04048883,-0.144911575,-6.392582153,3.412153549,1482,0.965085
157,0.010037139,0.010389263,35.4983496,0.015274986,11.040618,-0.144849036,-6.389861838,3.410941945,1481,0.965048818
158,0.010036732,0.010392351,35.49919472,0.0152761,11.04055983,-0.145530283,-6.390544387,3.411203557,1480,0.964963727
159,0.010036899,0.010396276,35.49562092,0.015278061,11.04038067,-0.144504839,-6.387574184,3.410672264,1479,0.964909364
160,0.010035771,0.010399036,35.49030734,0.015279875,11.04047917,-0.142923076,-6.568558776,3.450370528,1478,0.964903545
161,0.010033305,0.010401205,35.47998409,0.015282403,11.04043983,-0.142925595,-6.571173533,3.447352078,1477,0.964764818
162,0.010031069,0.010401548,35.45728809,0.015285512,11.04039667,-0.142881787,-6.571366549,3.445908077,1476,0.964670545
163,0.010026943,0.010407345,35.42945692,0.015289367,11.04039083,-0.142527549,-6.566345711,3.441271869,1475,0.964602636
164,0.010021789,0.010410162,35.40112543,0.015295683,11.04038517,-0.142181452,-6.564984974,3.437219068,1474,0.964574818
165,0.0100172,0.010414089,35.36887627,0.015303101,11.04033417,-0.1419451,-6.565808967,3.433509669,1473,0.964475091
166,0.010012148,0.01041605,35.33973843,0.015309198,11.040271,-0.141872318,-6.570865977,3.428057145,1472,0.964462727
167,0.0100068,0.010417732,35.31304591,0.015314369,11.0401405,-0.141755078,-6.571519049,3.423304623,1471,0.964327727
168,0.010002016,0.010420088,35.29043561,0.015320135,11.040167,-0.141808682,-6.568753874,3.419251808,1470,0.964468545
169,0.009996857,0.010422554,35.26250465,0.015325782,11.04017733,-0.141988036,-6.572919728,3.41615895,1469,0.964363364
170,0.009993259,0.010426766,35.23715179,0.015331444,11.04012967,-0.142072159,-6.389678378,3.385226457,1468,0.964263818
171,0.009989476,0.010429876,35.21561783,0.015336844,11.04000567,-0.142061456,-6.38233034,3.381633616,1467,0.964167727
172,0.009985646,0.010432845,35.19982944,0.015341248,11.03995683,-0.14229964,-6.386892197,3.38014076,1466,0.964182364
173,0.009982587,0.010434571,35.19589695,0.015346175,11.04005367,-0.142315119,-6.38577661,3.379545845,1465,0.964002545
174,0.00998202,0.010437816,35.19941438,0.0153468,11.04042417,-0.14284916,-6.455674078,3.413868102,1464,0.964180091
175,0.009982801,0.010439643,35.21356284,0.015345476,11.04039583,-0.142971972,-6.454210423,3.415559418,1463,0.964179273
176,0.009985322,0.010442041,35.23545213,0.015341465,11.04057933,-0.143001235,-6.442379698,3.414214114,1462,0.964191364
177,0.009987899,0.010443975,35.26733926,0.015336599,11.04053617,-0.143269857,-6.446620743,3.417870967,1461,0.964280273
178,0.009991581,0.010446285,35.30033528,0.015331281,11.040566,-0.143172719,-6.448675455,3.420360543,1460,0.964374455
179,0.009995077,0.010447224,35.33532055,0.015323178,11.04046233,-0.143328929,-6.496150229,3.450871252,1459,0.964261909
180,0.009997058,0.010445754,35.37339851,0.015315571,11.0406025,-0.143268258,-6.499685349,3.435612948,1458,0.964249273
181,0.010001263,0.010447065,35.41021715,0.01530759,11.04058017,-0.143553581,-6.507375831,3.439321737,1457,0.964107364
182,0.01000584,0.010448469,35.44854054,0.015300434,11.04068233,-0.143698129,-6.505331168,3.440990147,1456,0.964149636
183,0.010011216,0.010451739,35.48283911,0.015291579,11.04096233,-0.143994161,-6.509319088,3.444251481,1455,0.964195636
184,0.01001444,0.010452774,35.51516656,0.015285783,11.04208517,-0.144367303,-6.443277678,3.412073879,1454,0.963079182
185,0.01001674,0.010454026,35.54479064,0.015279787,11.04215017,-0.144368277,-6.444250802,3.413855616,1453,0.964139455
186,0.010018996,0.010456599,35.57965149,0.015275364,11.0418985,-0.144357183,-6.443870464,3.416226208,1452,0.964031455
187,0.010020447,0.010458162,35.59781994,0.015271249,11.042032,-0.14461395,-6.436057137,3.415304871,1451,0.964006182
188,0.010021196,0.010459995,35.61200882,0.015267545,11.04190717,-0.145112485,-6.435055024,3.414982341,1450,0.963947455
189,0.010021748,0.010463074,35.62900422,0.015266248,11.04201133,-0.145268043,-6.401551642,3.388930719,1449,0.963869182
190,0.010022189,0.010466126,35.64077345,0.015265541,11.04190683,-0.145342509,-6.39588187,3.391507619,1448,0.963922091
191,0.010022539,0.010469216,35.656518,0.015266542,11.04204683,-0.145212911,-6.393249093,3.391478743,1447,0.963911818
192,0.010022796,0.010472489,35.66875842,0.015265868,11.04199433,-0.145379088,-6.389930718,3.390537528,1446,0.963770818
193,0.010022363,0.010474818,35.67742437,0.015266249,11.04186467,-0.144953156,-6.384579572,3.388467276,1445,0.963663727
194,0.010021549,0.010476901,35.68160735,0.015266832,11.04041933,-0.144428902,-6.378976785,3.385277396,1444,0.963733455
195,0.010019382,0.010478676,35.67831665,0.015266232,11.04042217,-0.144241641,-6.378257447,3.376819722,1443,0.963687182
196,0.01001671,0.01048076,35.66106456,0.015269314,11.04054967,-0.144249201,-6.38170213,3.375008096,1442,0.963749
197,0.010013284,0.010483469,35.64451136,0.015273396,11.04052,-0.143806469,-6.380279292,3.372249228,1441,0.963546727
198,0.010008999,0.010485421,35.62360888,0.01527852,11.04070233,-0.143313249,-6.431718129,3.381852126,1440,0.963589364
199,0.010004983,0.01048836,35.59424998,0.015284857,11.04060883,-0.143221743,-6.409172062,3.376533832,1439,0.963507636
200,0.010001109,0.010492626,35.56041626,0.015290349,11.04056517,-0.142934664,-6.420137111,3.375027319,1438,0.963412727
201,0.009995059,0.010495129,35.52170987,0.015297671,11.04047117,-0.142596672,-6.414923799,3.370613397,1437,0.963305818
202,0.009989372,0.010497941,35.48296548,0.01530484,11.0404025,-0.142443744,-6.417286872,3.367210391,1436,0.963280182
203,0.009983586,0.010501578,35.43893493,0.015312592,11.040224,-0.142740097,-6.415426912,3.361840128,1435,0.963235455
204,0.009978217,0.010505936,35.3975054,0.015321117,11.0401445,-0.142557432,-6.418316966,3.360047636,1434,0.963170636
205,0.009974067,0.010510706,35.3640218,0.015329943,11.0401235,-0.142421019,-6.420982573,3.362462894,1433,0.963255182
206,0.009970839,0.010514221,35.34258604,0.015337309,11.03992867,-0.142149519,-6.419031091,3.360055152,1432,0.963092545
207,0.009971107,0.010518364,35.33806469,0.015340327,11.03975267,-0.142273988,-6.421973144,3.361063037,1431,0.963331818
208,0.009973083,0.010522384,35.34730523,0.015340532,11.039643,-0.142372802,-6.367874839,3.349130289,1430,0.963270273
209,0.009975239,0.010524542,35.37045176,0.01533778,11.03970883,-0.141939345,-6.369316201,3.347340037,1429,0.962190273
210,0.009978927,0.010526615,35.4041696,0.015333142,11.0397035,-0.142080924,-6.35977941,3.347188783,1428,0.963256545
211,0.009983243,0.010528066,35.44195736,0.015326126,11.03991917,-0.1423687,-6.359268008,3.348071882,1427,0.963254636
212,0.009987569,0.010528856,35.48324823,0.015318944,11.03992317,-0.142559035,-6.362440421,3.350601467,1426,0.963240455
213,0.009992744,0.01052971,35.53346084,0.015310684,11.04004833,-0.142728428,-6.369109582,3.354756797,1425,0.963307636
214,0.009998252,0.010530955,35.58370334,0.01530119,11.03999233,-0.143027332,-6.363947611,3.355666826,1424,0.963227455
215,0.010003726,0.010532225,35.6323167,0.015292182,11.03994817,-0.143210599,-6.365161164,3.3592215,1423,0.963258455
216,0.010008882,0.010533596,35.6756113,0.01528121,11.03989467,-0.143598415,-6.362637525,3.360948797,1422,0.963315455
217,0.0100124,0.010534638,35.71700477,0.015272833,11.0399415,-0.143946408,-6.361481573,3.362121426,1421,0.963284364
218,0.010013814,0.010535299,35.74763387,0.015264965,11.03970017,-0.144476667,-6.361555291,3.362288108,1420,0.963257
219,0.010014034,0.010535812,35.76534588,0.015260295,11.03973083,-0.145036599,-6.356811244,3.362969931,1419,0.963142091
220,0.010014463,0.010537387,35.77450365,0.01525771,11.03950717,-0.145174351,-6.358291265,3.364818152,1418,0.963081636
221,0.010015137,0.010539407,35.78344121,0.015255688,11.03911817,-0.145311853,-6.359201214,3.366093799,1417,0.962852909
222,0.010016205,0.01054162,35.79691924,0.015252821,11.03895983,-0.145405977,-6.351666624,3.365806841,1416,0.962931636
223,0.010017045,0.010543828,35.81105461,0.015249341,11.03882033,-0.144726807,-6.347268423,3.364634851,1415,0.961898545
224,0.010016833,0.010544368,35.82131724,0.01524684,11.03915067,-0.145128722,-6.347694715,3.365984414,1414,0.962962818
225,0.010016728,0.010545557,35.83304328,0.015245378,11.039105,-0.14576954,-6.34457219,3.365865407,1413,0.962837091
226,0.010015784,0.01054641,35.84219284,0.015243809,11.03928283,-0.14601069,-6.351240914,3.367420325,1412,0.962849091
227,0.010015803,0.010548702,35.84366624,0.015243812,11.03927517,-0.145781065,-6.350819824,3.368276582,1411,0.962834
228,0.010016673,0.01055083,35.84994087,0.015244146,11.03950933,-0.145701043,-6.348996821,3.368571275,1410,0.961703909
