Cycle,omega,b,TemperatureAvg,InternalResistance,ChargeTime,dQdV_max,dQdV_min,dQdV_var,RUL,SOH
143,0.010308066,0.010728049,35.41565971,0.015447101,10.0426455,-0.147277402,-6.529904644,3.529207213,1172,0.968075364
144,0.010302773,0.010731355,35.38896108,0.015452944,10.0428075,-0.147109564,-6.533251396,3.528234816,1171,0.968106182
145,0.010297828,0.010735843,35.36701216,0.015458235,10.0427,-0.146951541,-6.530322505,3.524874951,1170,0.968001636
146,0.010294799,0.010742208,35.34388544,0.015463773,10.04278633,-0.146833823,-6.522698702,3.52017194,1169,0.967954636
147,0.010291827,0.010746878,35.3301279,0.015469218,10.04263867,-0.146656025,-6.518687039,3.516300791,1168,0.967894727
148,0.010289944,0.010751956,35.32770761,0.015473554,10.04249,-0.146640072,-6.519818423,3.515026319,1167,0.967868909
149,0.010287977,0.010754443,35.33473457,0.015473627,10.04239433,-0.146297573,-6.51228033,3.512712886,1166,0.967891636
150,0.010288308,0.010758027,35.3502362,0.01547378,10.0422185,-0.146420981,-6.51507009,3.511837069,1165,0.967924727
151,0.010289807,0.010760501,35.37049078,0.015471325,10.04215333,-0.146573834,-6.515287198,3.512213686,1164,0.967880091
152,0.010292238,0.010763537,35.39951018,0.015464507,10.04227067,-0.146679742,-6.515950098,3.513930706,1163,0.967946364
153,0.010293734,0.010764786,35.43953819,0.015459115,10.042233,-0.146936149,-6.51086363,3.513421338,1162,0.967912
154,0.010295989,0.010766674,35.4803757,0.015452163,10.04212317,-0.146951085,-6.508166128,3.514595696,1161,0.967915727
155,0.010298611,0.010768188,35.51881678,0.015446109,10.042013,-0.147009947,-6.514094027,3.516631432,1160,0.967897727
156,0.010300001,0.010768147,35.56173225,0.015439057,10.04182933,-0.147149797,-6.513392068,3.51767302,1159,0.967863545
157,0.010301429,0.01076863,35.6024704,0.015431801,10.04189383,-0.147318726,-6.513862385,3.51940965,1158,0.967703545
158,0.010302109,0.010767753,35.64008215,0.015423478,10.041841,-0.147646603,-6.513444813,3.520356475,1157,0.967771
159,0.010302923,0.010768515,35.67674238,0.015416297,10.04193767,-0.147898021,-6.517154357,3.522666451,1156,0.967672727
160,0.010302009,0.010767911,35.70940799,0.015410799,10.04198883,-0.147993892,-6.509257922,3.521643622,1155,0.967720091
161,0.010300874,0.010768171,35.74586599,0.015406903,10.04208067,-0.148064023,-6.500517172,3.519530122,1154,0.967652909
162,0.010299148,0.010767987,35.76840321,0.015404931,10.0421345,-0.148150578,-6.502305502,3.517750979,1153,0.967595727
163,0.010297675,0.010768749,35.78164158,0.01540055,10.04212683,-0.148249593,-6.4969455,3.514638218,1152,0.967572727
164,0.010295338,0.010769844,35.7938136,0.015399951,10.04203,-0.14828473,-6.495510332,3.511830125,1151,0.967472
165,0.010293243,0.010772065,35.80567185,0.015398753,10.04206983,-0.148398894,-6.493356834,3.510212498,1150,0.967487455
166,0.010292098,0.010775147,35.81960611,0.015398888,10.042016,-0.148472811,-6.498060496,3.510422626,1149,0.967467909
167,0.010291314,0.010779018,35.83086815,0.015399986,10.0420385,-0.148457164,-6.490127204,3.507055754,1148,0.967431091
168,0.010290089,0.01078299,35.83777314,0.015400604,10.042133,-0.148333221,-6.485241216,3.504582101,1147,0.967383455
169,0.010288756,0.010786536,35.83658307,0.01540159,10.04201833,-0.148199277,-6.484079404,3.501065536,1146,0.967384182
170,0.010287081,0.010790725,35.83203398,0.015401655,10.0422715,-0.148367146,-6.497440512,3.501300505,1145,0.967253545
171,0.010284447,0.010795214,35.81603868,0.015402726,10.0421995,-0.148324131,-6.500505971,3.498920143,1144,0.967301545
172,0.010280881,0.010799226,35.80026099,0.015406461,10.04204067,-0.148146874,-6.499888438,3.497586164,1143,0.967303818
173,0.010276924,0.010803845,35.78195991,0.015411877,10.04205083,-0.148032276,-6.498335967,3.496091159,1142,0.967120182
174,0.01027316,0.01080814,35.75816392,0.01541523,10.04223667,-0.147974129,-6.504032027,3.495061777,1141,0.967070091
175,0.010268026,0.010811791,35.7279244,0.015419619,10.04240533,-0.147750889,-6.494296679,3.490064687,1140,0.966999727
176,0.010262058,0.010815604,35.69028002,0.015426053,10.04260317,-0.148202328,-6.486545732,3.484838852,1139,0.966935636
177,0.010255229,0.010818348,35.64924881,0.015432622,10.042544,-0.148044691,-6.492051674,3.481164146,1138,0.966911455
178,0.010249289,0.010822712,35.61078184,0.015440821,10.04266217,-0.147967076,-6.493840846,3.476813083,1137,0.966852273
179,0.010242633,0.010826597,35.57145855,0.015449236,10.04264167,-0.147594558,-6.494147755,3.473205961,1136,0.966765273
180,0.010237222,0.01083262,35.53445396,0.015458099,10.0424315,-0.147142076,-6.481994297,3.466053218,1135,0.966780091
181,0.010232083,0.010837356,35.50731282,0.015465772,10.04251333,-0.14703194,-6.476480269,3.462152174,1134,0.96673
182,0.01023019,0.010842927,35.49115242,0.015470584,10.042538,-0.147004731,-6.473338974,3.458093559,1133,0.966772455
183,0.010229945,0.010847196,35.4900226,0.015473936,10.04252783,-0.146792086,-6.485229351,3.459589265,1132,0.966821455
184,0.010230732,0.010850878,35.5057606,0.015475422,10.04246517,-0.146834471,-6.482336585,3.459202312,1131,0.966753636
185,0.010233097,0.010853903,35.53449699,0.015474188,10.04224583,-0.147059838,-6.483839493,3.461612391,1130,0.966802909
186,0.010236168,0.010856408,35.57139895,0.015467419,10.0420895,-0.146391284,-6.484261508,3.463896031,1129,0.966745818
187,0.010240973,0.010860371,35.61484802,0.015461564,10.04220667,-0.146528932,-6.480807816,3.465195879,1128,0.966785091
188,0.010244868,0.010861917,35.65848399,0.015453986,10.04201217,-0.146566881,-6.479915744,3.468427738,1127,0.966752545
189,0.010250125,0.010865229,35.70673156,0.01544779,10.04202217,-0.146725723,-6.476927984,3.470343445,1126,0.966662091
190,0.010255266,0.010866747,35.75643464,0.015440376,10.04202433,-0.147059774,-6.475343011,3.473938376,1125,0.966703455
191,0.010260144,0.010868305,35.80640976,0.015433117,10.04193717,-0.147263801,-6.479136762,3.478127284,1124,0.966719364
192,0.010263789,0.010869294,35.85174794,0.015425475,10.04195683,-0.147533429,-6.479988951,3.481430557,1123,0.966641
193,0.010266776,0.010870862,35.89613944,0.015418021,10.04191533,-0.147707823,-6.47159361,3.480953505,1122,0.966738909
194,0.010269135,0.010873747,35.92861522,0.015412164,10.04191933,-0.147665452,-6.461837014,3.480206399,1121,0.966620091
195,0.010269233,0.010874801,35.95258414,0.015407372,10.042089,-0.147520984,-6.456078181,3.479370817,1120,0.966584455
196,0.010269504,0.010877608,35.96713253,0.015407565,10.04216467,-0.147691622,-6.455202176,3.479354166,1119,0.966580455
197,0.010268859,0.01087932,35.97509773,0.015406265,10.04210817,-0.147721699,-6.458589497,3.482073108,1118,0.966528909
198,0.010269155,0.010881997,35.9903794,0.015404822,10.04212033,-0.147691283,-6.451774066,3.480217187,1117,0.966519091
199,0.010269289,0.010883431,36.00423064,0.015402265,10.042208,-0.147963521,-6.453028607,3.480174438,1116,0.966415182
200,0.010268962,0.010885466,36.01850541,0.01539899,10.04213067,-0.147957158,-6.454692675,3.480501262,1115,0.966367818
201,0.010268397,0.01088764,36.02857853,0.015397086,10.04199267,-0.14794899,-6.456414056,3.479241511,1114,0.966341182
202,0.010267841,0.010890782,36.03891968,0.015396216,10.04197967,-0.147813357,-6.448923012,3.477545271,1113,0.966231
203,0.010267123,0.010893754,36.04181939,0.015396322,10.04196917,-0.147744605,-6.45435348,3.478648211,1112,0.966254818
204,0.010267133,0.010896514,36.04588963,0.015395252,10.04182283,-0.147799774,-6.45939886,3.479492748,1111,0.966238364
205,0.010267929,0.010900006,36.0603162,0.015395598,10.04194533,-0.147967262,-6.469463589,3.481399905,1110,0.966197545
206,0.010268724,0.010902009,36.08201826,0.015391725,10.04194517,-0.148106162,-6.469652309,3.48082843,1109,0.966205182
207,0.010269873,0.010905236,36.10516424,0.015387492,10.0419335,-0.148312286,-6.475709526,3.482689323,1108,0.966187909
208,0.010270417,0.010908567,36.12088923,0.015385251,10.0419935,-0.148440324,-6.476627705,3.482899087,1107,0.966154273
209,0.010270072,0.010911732,36.13239765,0.015383774,10.042182,-0.148399463,-6.477325303,3.481968254,1106,0.966101455
210,0.0102691,0.010914101,36.14171665,0.015383682,10.04230283,-0.148270263,-6.473823789,3.480809354,1105,0.966014455
211,0.01026747,0.010915904,36.14258282,0.015382968,10.04247383,-0.148206275,-6.461160035,3.477828281,1104,0.965974727
212,0.010264007,0.010917247,36.13875226,0.015383625,10.04250667,-0.148177882,-6.461819992,3.47663606,1103,0.965906182
213,0.010260725,0.01091928,36.13506739,0.015384344,10.042568,-0.148388451,-6.453292861,3.471347314,1102,0.965917909
214,0.01025818,0.01092215,36.13348145,0.015386589,10.04256183,-0.148453642,-6.446837234,3.46815069,1101,0.965827636
215,0.010256756,0.010925465,36.12665626,0.015386284,10.04238383,-0.148415202,-6.440982294,3.46501435,1100,0.965861273
216,0.010254918,0.010928308,36.12252464,0.01538684,10.04237217,-0.1483591,-6.442178845,3.463018538,1099,0.965861818
217,0.010252014,0.010929228,36.12455611,0.015387455,10.04229583,-0.148192694,-6.425382591,3.456166101,1098,0.965718182
218,0.01025033,0.010931672,36.12477828,0.015387386,10.04243517,-0.148367311,-6.432376372,3.455553686,1097,0.965789
219,0.010247769,0.010933573,36.12213121,0.015386847,10.043245,-0.148334584,-6.428233784,3.453379614,1096,0.965682364
220,0.010246589,0.010936794,36.12021735,0.0153841,10.04314183,-0.14850269,-6.429462007,3.451179762,1095,0.965686273
221,0.0102465,0.010940479,36.12531808,0.01538522,10.043139,-0.14851591,-6.434230125,3.451777988,1094,0.965715364
222,0.010246862,0.0109428,36.1433963,0.015381844,10.04306733,-0.148569371,-6.434219097,3.450210428,1093,0.965665818
223,0.010246311,0.010944204,36.1589872,0.01537999,10.043093,-0.148469579,-6.435380495,3.45142892,1092,0.965612818
224,0.010245815,0.010946632,36.16743027,0.015377817,10.043101,-0.148553442,-6.429017602,3.448980756,1091,0.965566091
225,0.010244589,0.010949199,36.17680479,0.015377334,10.0430345,-0.148491379,-6.421976922,3.44761049,1090,0.965513273
226,0.010242609,0.010953625,36.18720539,0.015377185,10.04292567,-0.148449877,-6.41692149,3.445583163,1089,0.964341273
227,0.010241656,0.010956651,36.18852841,0.015375196,10.04303033,-0.148422743,-6.418204451,3.445840776,1088,0.965468455
228,0.010239494,0.010959082,36.191748,0.015378738,10.043074,-0.148249103,-6.413126228,3.442757672,1087,0.965339727
