Cycle,omega,b,TemperatureAvg,InternalResistance,ChargeTime,dQdV_max,dQdV_min,dQdV_var,RUL,SOH
79,0.009894399,0.010185712,35.79650598,0.015326405,10.0434575,-0.141720933,-6.442551076,3.374487103,1079,0.966030909
80,0.009894104,0.010189772,35.818778,0.01532981,10.04341983,-0.141777559,-6.437700414,3.371746656,1078,0.966100818
81,0.009892542,0.010195529,35.81915629,0.015330048,10.0433635,-0.14169422,-6.41535406,3.368870817,1077,0.965845818
82,0.009887637,0.01019662,35.8177736,0.015331744,10.04330367,-0.141629887,-6.40980729,3.363592353,1076,0.965750182
83,0.009882577,0.010195889,35.82201726,0.01533585,10.043354,-0.141657433,-6.398049984,3.361524746,1075,0.965710727
84,0.009881426,0.010200292,35.83255628,0.015333257,10.04179217,-0.142252524,-6.392089837,3.361129155,1074,0.965793273
85,0.009882404,0.01020598,35.84189681,0.015336867,10.04186233,-0.142300346,-6.40842139,3.363874412,1073,0.965787909
86,0.009882378,0.01021054,35.85319312,0.015334357,10.041871,-0.142103543,-6.415609612,3.365299655,1072,0.965727636
87,0.009880279,0.01021311,35.86233627,0.015334669,10.04187,-0.142402838,-6.422200908,3.362124373,1071,0.965752455
88,0.009876446,0.010213362,35.87486523,0.015334347,10.04193983,-0.14238404,-6.410804296,3.353935098,1070,0.965608727
89,0.009871564,0.010213635,35.87553282,0.015333363,10.04191217,-0.142376632,-6.399670603,3.347924322,1069,0.965573545
90,0.00987123,0.010220636,35.87126307,0.01533382,10.0420405,-0.142501406,-6.403318768,3.349501959,1068,0.965537909
91,0.009872668,0.010223342,35.88705414,0.015332177,10.042086,-0.14272317,-6.420248901,3.352137619,1067,0.965619909
92,0.009875953,0.010227706,35.92212259,0.015329257,10.04212733,-0.142814849,-6.414885808,3.355247205,1066,0.965539545
93,0.009878654,0.010231246,35.95500894,0.015323235,10.04214767,-0.143123751,-6.407149632,3.353559528,1065,0.965572091
94,0.009878588,0.010233604,35.98252171,0.015319193,10.04380533,-0.14251668,-6.401302638,3.348713684,1064,0.965576182
95,0.00987541,0.010234411,36.00274869,0.015316492,10.0438135,-0.142677607,-6.39689267,3.35307987,1063,0.965413273
96,0.009871371,0.010235077,36.01055751,0.015318904,10.04374217,-0.142721634,-6.381245702,3.34812312,1062,0.965325818
97,0.009866315,0.010234393,36.01540186,0.015318771,10.0438145,-0.142528272,-6.38341393,3.347450345,1061,0.965265
98,0.00986349,0.010237309,36.0175688,0.015319488,10.04384883,-0.142604041,-6.39431627,3.346986482,1060,0.965127
99,0.009859303,0.01023881,36.02260168,0.015322869,10.043881,-0.142675867,-6.395227843,3.345044773,1059,0.965078636
100,0.009854472,0.01024091,36.01329975,0.015322598,10.043838,-0.142276177,-6.38755304,3.341103305,1058,0.965044818
101,0.009847451,0.010242767,36.00461022,0.015330129,10.043899,-0.14196494,-6.387152872,3.34110136,1057,0.965095545
102,0.009842024,0.010247464,35.98047072,0.015336624,10.04388917,-0.141881172,-6.396191055,3.337888786,1056,0.964997364
103,0.009836413,0.010253366,35.95511737,0.015340884,10.04388117,-0.141730194,-6.398228002,3.335804082,1055,0.964958455
104,0.00983137,0.010257975,35.93196235,0.015347769,10.04387467,-0.141770873,-6.398624892,3.332489425,1054,0.964863364
105,0.009827311,0.010262516,35.9163567,0.015354237,10.04380867,-0.141487814,-6.385358004,3.321619852,1053,0.964848
106,0.009823737,0.010266806,35.9079426,0.015356881,10.04390067,-0.141483796,-6.39561887,3.319222992,1052,0.964886909
107,0.009822308,0.010273019,35.9045441,0.015361294,10.04386833,-0.14145991,-6.375132252,3.314721066,1051,0.964800455
108,0.009818834,0.010275613,35.90517065,0.015363086,10.04388917,-0.141336859,-6.383599203,3.314049573,1050,0.964791636
109,0.009816632,0.010280728,35.90203303,0.015365999,10.04392083,-0.141311175,-6.390928067,3.313312643,1049,0.964801273
110,0.009814264,0.010284714,35.89580836,0.015374045,10.04395967,-0.141549917,-6.380105372,3.309828481,1048,0.964721091
111,0.009811498,0.010287736,35.89052159,0.015375781,10.04399417,-0.141593417,-6.369153972,3.304048755,1047,0.964641182
112,0.009809681,0.010291821,35.89267173,0.015378544,10.04404533,-0.1416241,-6.369479208,3.304911834,1046,0.964683909
113,0.009808663,0.010295679,35.90638104,0.015379251,10.0440905,-0.141592141,-6.38067667,3.303223406,1045,0.964671091
114,0.009807267,0.01029875,35.92201569,0.015381112,10.04407817,-0.141470037,-6.39295358,3.305502928,1044,0.964673455
115,0.009807766,0.010302768,35.94006237,0.015381038,10.04418167,-0.141642729,-6.404775373,3.309453081,1043,0.964663182
116,0.009809469,0.010306611,35.9675931,0.015376323,10.04420683,-0.141833382,-6.401402568,3.31161333,1042,0.964768455
117,0.009811205,0.010310693,35.99217043,0.015370276,10.044296,-0.141990282,-6.413405713,3.312178824,1041,0.964656273
118,0.009812121,0.010312816,36.02336272,0.015367884,10.04430483,-0.142193167,-6.399756456,3.312141903,1040,0.964532364
119,0.009813957,0.010314498,36.05710599,0.015361332,10.04433967,-0.142267812,-6.391931068,3.311318289,1039,0.964604
120,0.009815509,0.010315392,36.09799935,0.015351367,10.04432817,-0.14211355,-6.402387658,3.318519059,1038,0.964502
121,0.009819495,0.010319796,36.13885708,0.015344265,10.04421733,-0.142339339,-6.401118698,3.318032568,1037,0.964512364
122,0.009821444,0.01032054,36.17478638,0.015333117,10.04428183,-0.142310011,-6.410850131,3.321427113,1036,0.964481545
123,0.009824663,0.010322859,36.20473968,0.015326956,10.04428933,-0.142498247,-6.405766573,3.325329056,1035,0.964466364
124,0.009828295,0.010325064,36.23552979,0.015316757,10.04430067,-0.142522158,-6.39642252,3.329058486,1034,0.964472727
125,0.009830949,0.010327366,36.27141835,0.015307308,10.04435217,-0.14301805,-6.401005332,3.330852089,1033,0.964428
126,0.009831696,0.010328226,36.30189429,0.015301552,10.04436117,-0.143199905,-6.405307624,3.332334506,1032,0.964367455
127,0.009831955,0.010328766,36.33672465,0.015297187,10.04517317,-0.143277934,-6.394880451,3.334625436,1031,0.964432727
128,0.009832867,0.010330542,36.3653354,0.01529121,10.04519633,-0.143480702,-6.385848621,3.332084158,1030,0.964301636
129,0.009831874,0.010330159,36.39460473,0.015286723,10.04519767,-0.143485505,-6.393035453,3.334416298,1029,0.964199
130,0.009830883,0.010331843,36.4139229,0.015283662,10.045252,-0.143477928,-6.396720538,3.332757348,1028,0.964226727
131,0.009829286,0.010332921,36.43218462,0.015282312,10.04529733,-0.143335099,-6.404554167,3.334195445,1027,0.964161182
132,0.009827322,0.010335156,36.45284076,0.015283687,10.045225,-0.14330009,-6.38918708,3.326271468,1026,0.964155727
133,0.009825126,0.01033837,36.4673975,0.015285697,10.0451915,-0.143500425,-6.381494797,3.321661848,1025,0.964096909
134,0.009821615,0.010341372,36.46703522,0.015287534,10.04519333,-0.143727308,-6.373629881,3.315430117,1024,0.96414
135,0.009816979,0.01034337,36.45455153,0.015292249,10.0450585,-0.143207843,-6.360425268,3.30685818,1023,0.963667091
136,0.009811343,0.010345406,36.44429104,0.015297782,10.04497033,-0.142973953,-6.355911748,3.302407753,1022,0.963932182
137,0.009806605,0.010349853,36.41565868,0.01530338,10.04401683,-0.142639215,-6.357489596,3.296603182,1021,0.963858455
138,0.009801941,0.010355645,36.38164034,0.015310773,10.04391633,-0.142137335,-6.364103459,3.291934406,1020,0.963786636
139,0.009797268,0.010361556,36.34463489,0.01532025,10.043836,-0.141979567,-6.354165893,3.285302086,1019,0.963736545
140,0.009791705,0.010365712,36.31674916,0.01532818,10.04373167,-0.14195699,-6.348183135,3.27833454,1018,0.963662545
141,0.009787614,0.010372339,36.28595785,0.01533414,10.0437115,-0.141915842,-6.342192975,3.272973259,1017,0.963723
142,0.009782666,0.01037713,36.2510703,0.015339287,10.04367817,-0.14194367,-6.33056489,3.267136953,1016,0.963586273
143,0.00977834,0.01038232,36.21601185,0.015343608,10.04363017,-0.141437259,-6.316569074,3.261920654,1015,0.963552636
144,0.009773611,0.010386564,36.19596774,0.015348507,10.04361983,-0.141757846,-6.335384385,3.25962269,1014,0.963485
145,0.009768603,0.010389613,36.18300718,0.015355136,10.04366333,-0.14162123,-6.324965132,3.256326341,1013,0.963509818
146,0.009766215,0.010395469,36.15609366,0.01535884,10.04368133,-0.141507752,-6.320392524,3.252074808,1012,0.963473182
147,0.009760005,0.010395931,36.14737905,0.015363074,10.04382283,-0.141792034,-6.313213885,3.24567742,1011,0.963403727
148,0.009756636,0.01039927,36.14388825,0.015367249,10.043799,-0.141656848,-6.297936686,3.239320945,1010,0.963276818
149,0.009754495,0.010402511,36.14782149,0.015367941,10.0437985,-0.141599642,-6.307027677,3.241745963,1009,0.963209
150,0.009756042,0.010407787,36.15440801,0.015366188,10.04378267,-0.14235275,-6.304753281,3.238745818,1008,0.963331818
151,0.009755554,0.010407695,36.17415731,0.015362898,10.0438085,-0.142555866,-6.301808137,3.23866997,1007,0.963393
152,0.009758311,0.010410966,36.2010835,0.015359353,10.04376083,-0.142662391,-6.3079324,3.242740827,1006,0.963431455
153,0.009758614,0.010410555,36.23515197,0.015354879,10.04377333,-0.142813363,-6.32320336,3.245282723,1005,0.963373545
154,0.009760294,0.010411493,36.26641769,0.015350925,10.04376467,-0.142520557,-6.297893466,3.2409232,1004,0.963311909
155,0.009763404,0.010415148,36.29121491,0.015343847,10.04379117,-0.143084722,-6.312294954,3.244572984,1003,0.963307636
156,0.009765878,0.010417697,36.33051287,0.015337232,10.0438705,-0.143125304,-6.298616386,3.243984243,1002,0.963259545
157,0.009772158,0.010422766,36.36769688,0.015328702,10.04383567,-0.142932841,-6.302130458,3.248659587,1001,0.963144727
158,0.00977658,0.010425128,36.40614945,0.015318506,10.04390217,-0.143289759,-6.32063778,3.258936754,1000,0.963151273
159,0.009778684,0.010425816,36.43894263,0.015309345,10.0439495,-0.14354974,-6.304226384,3.255101068,999,0.963115727
160,0.009777613,0.010426168,36.46284414,0.015306581,10.04400783,-0.143144604,-6.29745556,3.256606171,998,0.963020182
161,0.00977679,0.010429578,36.47424516,0.015304019,10.0439275,-0.143067554,-6.280077931,3.253530431,997,0.962989636
162,0.00977494,0.010433289,36.47783133,0.015304079,10.0440615,-0.142993181,-6.280904467,3.251930144,996,0.962942818
163,0.009772064,0.010435379,36.47750095,0.01530641,10.04400983,-0.142841411,-6.267927804,3.246615549,995,0.962804273
164,0.009769897,0.010439696,36.47353396,0.015311205,10.04398117,-0.142977191,-6.266280531,3.24792384,994,0.962812182
165,0.009765915,0.010440861,36.4693373,0.015314633,10.0439045,-0.143329958,-6.247846634,3.243021527,993,0.962748818
166,0.009761685,0.0104426,36.45653892,0.015320506,10.04387967,-0.14320726,-6.261088399,3.2422429,992,0.962689545
167,0.009754648,0.010442757,36.43943886,0.015324542,10.0421265,-0.143527805,-6.272071261,3.243264577,991,0.962585818
168,0.009749797,0.010447266,36.4132882,0.015331254,10.04202583,-0.143378504,-6.27296989,3.234979786,990,0.962752455
169,0.009744817,0.010452906,36.38642006,0.015339119,10.04201367,-0.14318609,-6.259293032,3.229660478,989,0.962484636
170,0.009740389,0.010457528,36.36086935,0.015344814,10.0420495,-0.142803493,-6.25461008,3.224562642,988,0.962402636
171,0.009736182,0.010462497,36.33603767,0.015353503,10.042052,-0.142710703,-6.267015655,3.219929639,987,0.962422727
172,0.009732234,0.010466823,36.3137393,0.015358294,10.04199317,-0.142552922,-6.263439948,3.215886519,986,0.962413364
173,0.009727957,0.010470769,36.29115317,0.015363624,10.04198783,-0.142523868,-6.267131585,3.214003559,985,0.962355182
174,0.009724012,0.010475142,36.26773714,0.015367009,10.041981,-0.141992319,-6.276220274,3.209042518,984,0.962387727
175,0.009721314,0.010481829,36.24408838,0.01537146,10.041992,-0.141219121,-6.286402645,3.209495861,983,0.962359909
176,0.009718489,0.010488106,36.22163882,0.015377505,10.0418975,-0.1413698,-6.287988854,3.207135152,982,0.962272455
177,0.009716606,0.010494213,36.20453235,0.015384053,10.043509,-0.141040409,-6.29504044,3.204578769,981,0.962191182
178,0.009713039,0.010496091,36.19917114,0.015389625,10.04351517,-0.140974764,-6.289790663,3.20381785,980,0.962169455
179,0.009713456,0.010501116,36.20212491,0.015392232,10.04348317,-0.140815673,-6.301740294,3.204327863,979,0.962102273
180,0.009714511,0.0105056,36.21904551,0.015391396,10.0435315,-0.140808368,-6.295148333,3.202188799,978,0.962144364
181,0.009716597,0.010508173,36.23967683,0.015388361,10.04361283,-0.140756277,-6.290739602,3.204400566,977,0.962137727
182,0.009717687,0.010509204,36.26897812,0.015388418,10.043646,-0.140824174,-6.285840833,3.203675459,976,0.962174818
183,0.009721268,0.010513183,36.3025463,0.015380943,10.0436415,-0.141109265,-6.294373925,3.207208268,975,0.962063364
184,0.009723667,0.01051343,36.33824576,0.015375871,10.04371217,-0.141479548,-6.287409084,3.208473827,974,0.962052273
185,0.009725734,0.010512951,36.37948767,0.015369752,10.043736,-0.141615709,-6.276400409,3.207781124,973,0.962064091
186,0.009728668,0.010512868,36.41975956,0.015359229,10.04381483,-0.141545227,-6.26582987,3.208479592,972,0.962053545
187,0.009733256,0.010515797,36.45869554,0.015352851,10.0439235,-0.14165534,-6.253737038,3.206379726,971,0.962050818
188,0.009737801,0.010519811,36.49543822,0.01534547,10.0440245,-0.141808603,-6.242980441,3.205460581,970,0.961969727
189,0.009740194,0.010520868,36.52778098,0.01533892,10.04409033,-0.142225716,-6.239839437,3.207973936,969,0.961890091
190,0.009741361,0.010521441,36.5541039,0.015334472,10.044104,-0.134423424,-6.252357577,3.194407918,968,0.961822636
191,0.009742324,0.010524443,36.58174662,0.01533002,10.04413083,-0.134451521,-6.259508501,3.196181387,967,0.961858545
192,0.009741846,0.010524802,36.60669911,0.015324113,10.04408733,-0.134722428,-6.280295558,3.202059796,966,0.961846455
193,0.009742763,0.010528132,36.61583167,0.015322424,10.04423633,-0.134653916,-6.268229996,3.199865672,965,0.961790091
194,0.009742173,0.010530551,36.62897851,0.015321403,10.04425317,-0.134489692,-6.257769598,3.198127628,964,0.961818545
195,0.009741548,0.010534322,36.63640668,0.01532228,10.04430867,-0.134287709,-6.275130438,3.202310387,963,0.961647364
196,0.009740463,0.010536951,36.64964954,0.015327163,10.04437567,-0.134450845,-6.272651895,3.200614284,962,0.961714727
197,0.009736574,0.010535952,36.66291664,0.0153273,10.04440917,-0.134449652,-6.281950491,3.205461274,961,0.961624727
198,0.009733988,0.010536862,36.67202669,0.01532658,10.04440233,-0.134519148,-6.291385119,3.206792082,960,0.961565
199,0.009730586,0.010537623,36.6800686,0.015330263,10.042815,-0.134301818,-6.286328232,3.203108572,959,0.961558455
200,0.00972819,0.010540151,36.68177004,0.015336022,10.04281283,-0.142198697,-6.273298522,3.218206502,958,0.961553818
201,0.00972484,0.010542035,36.67580182,0.015335975,10.0427745,-0.142945923,-6.270141916,3.216319611,957,0.961453545
202,0.009721866,0.010546198,36.66257872,0.01533903,10.04280833,-0.142907128,-6.237993175,3.206891749,956,0.961453364
203,0.009717508,0.010548598,36.65387785,0.015346137,10.042757,-0.142873501,-6.249404459,3.204944099,955,0.961370455
204,0.009712171,0.010550986,36.63678322,0.015349469,10.04272533,-0.14289411,-6.251837346,3.202298355,954,0.961306636
205,0.009707329,0.010553763,36.61659308,0.01535706,10.04266317,-0.142874952,-6.248969216,3.195231977,953,0.961113273
206,0.009700536,0.010556018,36.5852578,0.015358133,10.04253967,-0.142783176,-6.265943321,3.194667721,952,0.961040727
207,0.009695531,0.010560729,36.54832405,0.015364402,10.04078383,-0.142512699,-6.239886017,3.183217481,951,0.961043909
208,0.00968889,0.010563458,36.51280349,0.015372347,10.0407115,-0.142280818,-6.234572005,3.177166575,950,0.960830818
209,0.009682587,0.010567176,36.4716551,0.01537601,10.04222467,-0.142378762,-6.242701309,3.174078681,949,0.960911545
210,0.009675207,0.010569735,36.4310638,0.015379259,10.04208,-0.14227118,-6.243449575,3.169176352,948,0.960799364
211,0.009667381,0.010570768,36.39945473,0.015388231,10.04199933,-0.141540372,-6.232065673,3.164250745,947,0.960794273
212,0.009663993,0.010576158,36.37401375,0.015394372,10.04201333,-0.141085722,-6.239169159,3.163057482,946,0.960766818
213,0.009662224,0.010580453,36.36551833,0.015396713,10.04203367,-0.140890058,-6.230830848,3.163316313,945,0.960780636
214,0.009663894,0.010585907,36.37073312,0.015398886,10.04205767,-0.140972469,-6.22750946,3.164660341,944,0.960847273
215,0.009663321,0.010585624,36.39241612,0.01539285,10.04203733,-0.140972426,-6.218421906,3.164553727,943,0.960702545
216,0.00966641,0.01058868,36.42444549,0.015391864,10.042096,-0.139800593,-6.206129661,3.162712842,942,0.960767273
217,0.009669255,0.010590562,36.46310868,0.015384814,10.04391767,-0.13987329,-6.224386227,3.167941066,941,0.960757364
218,0.009672593,0.010591756,36.50221145,0.015374122,10.04398567,-0.140166978,-6.214910404,3.169425463,940,0.960751455
219,0.009676983,0.010594058,36.54890727,0.015367838,10.044073,-0.140333813,-6.200966655,3.170831257,939,0.960743455
220,0.009682122,0.010596716,36.59861998,0.015358761,10.04412483,-0.140414545,-6.214070021,3.173454459,938,0.960679182
221,0.009688428,0.010600306,36.6464791,0.015352066,10.0442515,-0.140393602,-6.221228121,3.176523514,937,0.960581727
222,0.009691661,0.010599539,36.69102088,0.015343348,10.04422267,-0.140789176,-6.230265843,3.181157245,936,0.960587818
223,0.009693788,0.010598965,36.73277531,0.015334121,10.044161,-0.141194967,-6.222371687,3.180285455,935,0.960575273
224,0.009695089,0.010599085,36.76791306,0.015326914,10.04413433,-0.141145871,-6.224704839,3.180897151,934,0.960574364
225,0.00969787,0.010603177,36.79465326,0.015320557,10.04424417,-0.141462963,-6.220238673,3.180511102,933,0.960536455
226,0.009697876,0.010604511,36.81049784,0.015315967,10.04420167,-0.142648915,-6.221999664,3.181688251,932,0.960483182
227,0.009698626,0.010607757,36.81861314,0.015314498,10.04414983,-0.142846495,-6.207600797,3.180077711,931,0.960483455
228,0.009699462,0.010610489,36.83150513,0.015314348,10.04414767,-0.142629011,-6.223423561,3.182643203,930,0.960463364
229,0.009700494,0.010613736,36.84547945,0.015310187,10.04410083,-0.142664912,-6.228978896,3.182594317,929,0.960408
